,game_id,mp_date,season,home_team,away_team,home_odds,away_odds,home_goals,away_goals,home_win,settled_in,CF%,CSh%,CSv%,FF%,FSh%,FSv%,GDiff,GF%,PDO,PENDiff,SF%,SDiff,Sh%,Sv
7981,2014020766.0,20150205.0,20142015.0,ARI,CAR,-140.0,120.0,1.0,1.0,0.0,OT,-2.6799999999999997,0.2577620244077532,-0.6001815735993787,-2.75,0.45940170940170916,-0.925223594985658,-0.49999999999999956,-3.9099999999999966,-0.5300000000000011,-33.0,-3.1000000000000014,-3.530000000000001,0.6077215913467591,-1.1300000000000097
7982,2014020767.0,20150205.0,20142015.0,VAN,SJS,-135.0,115.0,1.0,5.0,0.0,REG,-2.1799999999999997,0.5086793924046804,0.024111215828759303,-0.8100000000000023,0.34782130718515114,0.02559497407782496,0.05999999999999961,0.6499999999999986,0.3100000000000023,-46.0,-0.21000000000000085,-0.25,0.2117763910781001,0.09000000000000341
7983,2014020768.0,20150206.0,20142015.0,NJD,TOR,-145.0,125.0,4.0,1.0,1.0,REG,-0.4399999999999977,-0.25747190424828603,-0.049981700752010916,-0.759999999999998,-0.2299511353837297,-0.09161760717305567,-0.12000000000000055,-1.9699999999999989,0.18000000000000682,-48.0,-2.509999999999998,-2.039999999999999,-0.42683445285264937,0.6000000000000085
7984,2014020769.0,20150206.0,20142015.0,WSH,ANA,-130.0,110.0,2.0,2.0,1.0,OT,0.490000000000002,0.058021161668114773,0.2617669208043294,0.09000000000000341,0.29244116260913333,0.2617386049849735,0.2200000000000002,2.229999999999997,0.8199999999999932,-15.0,-0.03999999999999915,-0.019999999999999574,0.22561671887319917,0.5900000000000034
7985,2014020770.0,20150206.0,20142015.0,CBJ,STL,155.0,-175.0,7.0,1.0,1.0,REG,-5.359999999999999,-0.7168726509728656,-1.0347788665385549,-7.18,-0.7816821869813764,-1.0506193410056652,-1.4700000000000002,-14.019999999999996,-2.3599999999999994,-9.0,-7.660000000000004,-8.73,-1.2701989950533648,-1.1000000000000085
7986,2014020771.0,20150206.0,20142015.0,WPG,CHI,140.0,-160.0,1.0,2.0,0.0,OT,-3.25,0.0351422246573585,-0.34348390821186126,-2.969999999999999,0.13326062506390374,-0.6087255175614259,-0.4900000000000002,-4.940000000000005,-0.45000000000000284,-92.0,-3.510000000000005,-4.369999999999997,0.5778498908734164,-1.019999999999996
7987,2014020772.0,20150206.0,20142015.0,CGY,PIT,100.0,-120.0,0.0,4.0,0.0,REG,-3.219999999999999,0.24592687130239044,0.27216912839064245,-2.5900000000000034,0.7222987903030553,-0.10482465472159141,-0.040000000000000036,-0.490000000000002,0.5700000000000074,69.0,-1.6600000000000037,-1.889999999999997,1.4373858374750443,-0.8699999999999903
7988,2014020773.0,20150207.0,20142015.0,NSH,NYR,-150.0,130.0,3.0,2.0,1.0,REG,2.469999999999999,-0.427234251718963,-0.14705566996989772,2.75,-0.6002019330122871,-0.24237458821922964,-0.050000000000000266,-0.4399999999999977,-0.9299999999999926,16.0,2.1200000000000045,2.4399999999999977,-0.6578952751492242,-0.28000000000000114
7989,2014020774.0,20150207.0,20142015.0,TBL,LAK,-160.0,140.0,2.0,4.0,0.0,REG,-1.7700000000000031,1.3871870509038653,0.0683264545780049,-1.0599999999999952,1.9005294253661722,-0.14492753623188692,0.6099999999999999,5.359999999999999,2.4000000000000057,10.0,-0.8900000000000006,-1.0,2.2435805170130703,0.1700000000000017
7990,2014020775.0,20150207.0,20142015.0,BOS,NYI,-140.0,120.0,2.0,1.0,1.0,REG,-1.9500000000000028,-0.3649207060127079,0.8163804914788408,-4.240000000000002,-0.37983425414364613,1.6133776480263484,0.0,0.3400000000000034,1.8700000000000045,-89.0,-4.699999999999996,-5.359999999999996,-0.4444816006911059,2.3100000000000023
7991,2014020776.0,20150207.0,20142015.0,BUF,DAL,190.0,-220.0,3.0,2.0,1.0,REG,-13.219999999999999,-0.73667917916782,0.14299453112665006,-12.940000000000005,-1.131369550596014,0.276601155772882,-1.5999999999999996,-16.019999999999996,-1.9500000000000028,-50.0,-10.829999999999998,-11.979999999999997,-2.3835681872462393,0.4300000000000068
7992,2014020777.0,20150207.0,20142015.0,TOR,EDM,-165.0,145.0,5.0,1.0,1.0,REG,-2.9299999999999997,1.0373680131448884,0.8323430801966514,-2.059999999999995,1.0200971003678747,1.3043309418172222,0.6599999999999997,6.529999999999994,2.9599999999999937,9.0,-1.2100000000000009,-1.6099999999999994,1.303077669859677,1.6599999999999966
7993,2014020778.0,20150207.0,20142015.0,MTL,NJD,-200.0,170.0,6.0,2.0,1.0,REG,2.280000000000001,-0.3875656464511226,1.084965314758768,2.6099999999999994,-0.16768410728602856,1.0704970839456873,0.6000000000000001,6.520000000000003,1.0200000000000102,13.0,3.270000000000003,3.150000000000002,-0.033455734711623775,1.0600000000000023
7994,2014020779.0,20150207.0,20142015.0,OTT,CBJ,-160.0,140.0,1.0,4.0,0.0,REG,3.8000000000000043,-0.2234800554128287,0.5576960101920103,2.229999999999997,0.01331367006677242,0.8148778184678962,0.5800000000000001,5.380000000000003,1.1500000000000057,18.0,2.1400000000000006,2.4499999999999993,0.06275012627734444,1.0999999999999943
7995,2014020780.0,20150207.0,20142015.0,MIN,COL,-160.0,140.0,1.0,0.0,1.0,REG,8.120000000000005,-0.1420992800303146,-0.9446493447245019,9.18,-0.3059707332342121,-1.4506323114376163,0.21999999999999975,2.4299999999999997,-2.1499999999999915,24.0,8.299999999999997,9.55,-0.007522493937878183,-2.1400000000000006
7996,2014020781.0,20150207.0,20142015.0,ARI,DET,145.0,-165.0,1.0,3.0,0.0,REG,-5.149999999999999,-1.3649896035256084,-0.3168221466015808,-4.660000000000004,-1.712936411212273,-0.6950869537664772,-1.4299999999999997,-13.89,-3.549999999999997,-27.0,-4.109999999999999,-4.59,-2.1855868477533127,-1.3699999999999903
7997,2014020782.0,20150207.0,20142015.0,VAN,PIT,-115.0,-105.0,5.0,0.0,1.0,REG,-1.0500000000000043,-0.21242271612563687,-0.3177059782773495,-0.4100000000000037,-0.3564762427596707,-0.521724359674347,-0.38000000000000034,-3.8100000000000023,-1.1899999999999977,8.0,-0.4200000000000017,-0.5000000000000036,-0.20132748497296293,-0.9799999999999898
7998,2014020783.0,20150207.0,20142015.0,SJS,CAR,-215.0,185.0,4.0,5.0,0.0,REG,1.2600000000000051,0.7823186269384614,0.05116293699832797,1.0399999999999991,1.2851894597553906,-0.11935084361521797,0.56,6.25,2.030000000000001,12.0,-0.060000000000002274,0.0,1.9420773349772158,0.09000000000000341
7999,2014020784.0,20150208.0,20142015.0,STL,CHI,-130.0,110.0,2.0,4.0,0.0,REG,-2.8700000000000045,0.8213131163950838,-0.256235237740321,-0.5500000000000043,0.7164994323237903,-0.5644637799587238,0.010000000000000231,-0.19000000000000483,0.3299999999999983,-43.0,-0.7899999999999991,-1.3000000000000043,1.4317199374580591,-1.1000000000000085
8000,2014020785.0,20150208.0,20142015.0,FLA,NSH,109.0,-129.0,2.0,2.0,0.0,OT,-1.9799999999999969,-0.580155040083568,-0.7672084328298912,-2.3800000000000026,-0.9661318662137084,-0.7145436979328679,-0.8999999999999995,-9.119999999999997,-2.3999999999999915,-30.0,-2.0700000000000003,-2.379999999999999,-1.544623698397149,-0.8599999999999994
8001,2014020786.0,20150208.0,20142015.0,WSH,PHI,-185.0,165.0,1.0,3.0,0.0,REG,1.8100000000000023,0.09479456935272482,0.7008916684344224,2.5799999999999983,0.0967249983681362,0.7876309683595095,0.6099999999999999,6.0,1.4200000000000017,-13.0,2.0899999999999963,2.349999999999998,0.40814467270988003,1.009999999999991
8002,2014020787.0,20150208.0,20142015.0,BUF,NYI,215.0,-255.0,2.0,3.0,0.0,REG,-16.310000000000002,-0.4031874744517223,0.00482838538792274,-16.840000000000003,-0.671368708751887,0.3060502058307768,-1.8399999999999996,-18.130000000000003,-0.9699999999999989,-71.0,-15.520000000000003,-17.380000000000003,-1.2896444487743006,0.3200000000000074
8003,2014020788.0,20150208.0,20142015.0,TBL,ANA,-119.0,-101.0,5.0,3.0,1.0,REG,1.3900000000000006,0.8051718659873315,-0.3966552173192084,0.9699999999999989,1.1477525957239234,-0.49629466850587,0.3599999999999999,3.0700000000000003,0.7999999999999972,20.0,1.2000000000000028,1.3200000000000003,1.2150337902140067,-0.4099999999999966
8004,2014020789.0,20150208.0,20142015.0,NYR,DAL,-155.0,135.0,2.0,3.0,0.0,OT,-0.7199999999999989,0.2649274812829991,1.2458754124587523,-1.0499999999999972,0.3599274751653517,1.7788328171022383,0.73,6.969999999999999,2.3400000000000034,-19.0,0.6099999999999994,0.6499999999999986,-0.18255274577285568,2.519999999999996
8005,2014020790.0,20150208.0,20142015.0,WPG,COL,-155.0,135.0,5.0,3.0,1.0,REG,7.290000000000006,-0.1433988425288281,-0.48234477958128963,6.430000000000007,-0.014292043619316963,-0.6116851194383766,0.36999999999999966,3.8500000000000014,-0.28000000000000114,-45.0,4.710000000000001,5.419999999999998,0.47681809853773044,-0.75
8006,2014020791.0,20150208.0,20142015.0,BOS,MTL,-139.0,119.0,1.0,3.0,0.0,REG,2.8400000000000034,-0.11400306996274118,-0.5505534569073434,2.210000000000001,-0.4044869385753137,-0.3932721269121586,-0.09999999999999964,-1.1200000000000045,-1.1499999999999915,-35.0,2.3100000000000023,2.5799999999999983,-0.6452355485176573,-0.5100000000000051
8007,2014020792.0,20150209.0,20142015.0,NJD,EDM,-185.0,165.0,1.0,2.0,0.0,REG,-4.060000000000002,1.0030577955779016,0.8900113348801697,-3.469999999999999,1.095238095238095,1.3358295719504532,0.6399999999999997,5.530000000000001,3.8200000000000074,-42.0,-4.549999999999997,-4.610000000000003,1.31171441497855,2.509999999999991
8008,2014020793.0,20150209.0,20142015.0,CBJ,LAK,110.0,-130.0,3.0,4.0,0.0,REG,-7.07,0.5328421878757955,-0.3267423570218586,-6.990000000000002,0.6620962878121383,-0.398616356063175,-0.6200000000000001,-5.850000000000001,0.4899999999999949,-29.0,-7.239999999999995,-8.270000000000003,0.44125731790841394,0.05000000000001137
8009,2014020794.0,20150209.0,20142015.0,MIN,VAN,-140.0,120.0,5.0,3.0,1.0,REG,2.9099999999999966,-0.41595473311005493,-0.47588138651727396,3.3700000000000045,-0.5567581333163554,-0.7737619349562075,-0.16999999999999993,-1.6700000000000017,-1.8900000000000006,36.0,3.450000000000003,3.9299999999999997,-0.7074402312520809,-1.1899999999999977
8010,2014020795.0,20150209.0,20142015.0,CHI,ARI,-295.0,235.0,2.0,2.0,0.0,OT,6.700000000000003,0.6429826699975626,0.966336501319065,6.039999999999999,0.8728184215941182,1.4648482637779292,1.5499999999999998,15.329999999999998,3.260000000000005,65.0,6.019999999999996,7.219999999999999,0.8218431522153791,2.4399999999999977
8011,2014020796.0,20150209.0,20142015.0,SJS,CGY,-155.0,135.0,1.0,4.0,0.0,REG,4.299999999999997,-0.6453691132231182,-0.4161735725322857,3.2900000000000063,-1.0312876770199055,-0.20742036753300663,-0.1299999999999999,-1.2700000000000031,-1.2000000000000028,-18.0,1.7899999999999991,1.9999999999999964,-1.2833847089177466,0.0800000000000125
8012,2014020797.0,20150210.0,20142015.0,BOS,DAL,-165.0,145.0,3.0,5.0,0.0,REG,0.6499999999999986,-0.5892504637732339,1.0295399824021279,-0.6299999999999955,-0.716522439212075,1.6402153099226546,0.2900000000000005,2.8400000000000034,1.0600000000000023,-73.0,-0.11999999999999744,-0.16000000000000014,-1.3965719989866496,2.460000000000008
8013,2014020798.0,20150210.0,20142015.0,BUF,OTT,160.0,-180.0,1.0,2.0,0.0,REG,-13.310000000000002,-0.14735021656604175,-0.3366771516408962,-10.469999999999999,-0.5341675810706701,-0.8552732643221539,-1.55,-15.480000000000004,-2.549999999999997,-34.0,-8.700000000000003,-9.399999999999999,-1.0310446956156418,-1.519999999999996
8014,2014020799.0,20150210.0,20142015.0,NYI,EDM,-275.0,225.0,3.0,2.0,1.0,REG,3.940000000000005,0.8874384518493074,0.5815429983625386,6.32,0.9567314335093404,0.3956014407408781,1.1999999999999997,11.470000000000006,1.8900000000000006,28.0,6.460000000000001,7.310000000000002,1.1473916235838988,0.7400000000000091
8015,2014020800.0,20150210.0,20142015.0,TOR,NYR,120.0,-140.0,4.0,5.0,0.0,REG,-3.6400000000000006,-0.14147769217235373,-0.6517193907224272,-3.8599999999999994,-0.35192259579812923,-0.6662460693609873,-0.8099999999999996,-7.839999999999996,-1.3400000000000034,20.0,-4.049999999999997,-4.789999999999999,-0.177056274589453,-1.1600000000000108
8016,2014020801.0,20150210.0,20142015.0,MTL,PHI,-185.0,165.0,2.0,1.0,1.0,OT,-0.9500000000000028,-0.21829274899667836,1.2381877145885345,-0.5700000000000003,-0.12087590731531123,1.4447501524509687,0.46999999999999975,5.0,2.0999999999999943,-5.0,-1.2899999999999991,-1.4499999999999993,0.042500567491837726,2.049999999999997
8017,2014020802.0,20150210.0,20142015.0,FLA,ANA,107.0,-127.0,6.0,2.0,1.0,REG,-0.0800000000000054,-0.5871392891230919,-0.3643063877648456,-0.6400000000000006,-0.9014357731443767,-0.19916921141778232,-0.4900000000000002,-5.089999999999996,-1.75,-18.0,0.05000000000000426,0.08999999999999986,-1.8746592750140136,0.12000000000000455
8018,2014020803.0,20150210.0,20142015.0,STL,ARI,-295.0,235.0,2.0,1.0,1.0,REG,3.780000000000001,1.4106054463611704,0.6098106968423722,5.549999999999997,1.5018105517880396,0.7557791792148993,1.4900000000000002,14.32,3.25,22.0,5.300000000000004,5.989999999999998,2.137815999463555,1.1200000000000045
8019,2014020804.0,20150210.0,20142015.0,NSH,TBL,-135.0,115.0,3.0,2.0,1.0,OT,0.6199999999999974,-0.8917000630125029,0.6959236413104586,0.8900000000000006,-1.1935605347392215,0.8791692862861078,-0.04999999999999982,0.25,-0.36999999999999034,-6.0,0.7199999999999989,0.8999999999999986,-1.649922860184991,1.2800000000000011
8020,2014020805.0,20150210.0,20142015.0,WPG,MIN,-130.0,110.0,2.0,1.0,1.0,OT,-1.0,-0.017477668952791542,0.4224477929343773,-3.0600000000000023,0.29447564823089634,0.7924317435149986,0.1200000000000001,1.0300000000000011,1.8200000000000074,-73.0,-3.8500000000000014,-4.390000000000001,0.4819191826839417,1.3299999999999983
8021,2014020806.0,20150211.0,20142015.0,PIT,DET,-145.0,125.0,4.0,1.0,1.0,REG,-2.1199999999999974,-0.37238654005121097,0.35708536637462096,-1.1000000000000014,-0.5305791001682478,0.24177770760194228,-0.1899999999999995,-2.020000000000003,-0.5600000000000023,-32.0,-0.6600000000000037,-0.5799999999999983,-0.9235940457244365,0.35999999999999943
8022,2014020807.0,20150211.0,20142015.0,CHI,VAN,-195.0,175.0,4.0,5.0,0.0,OT,5.049999999999997,-0.4280267786935833,0.4331674623802906,3.239999999999995,-0.3383947955591826,0.7997565566287612,0.5,5.18,0.6099999999999994,64.0,3.260000000000005,4.029999999999998,-0.7704748594001067,1.3799999999999955
8023,2014020808.0,20150211.0,20142015.0,SJS,WSH,-120.0,100.0,4.0,5.0,0.0,OT,0.9400000000000048,-0.4289043829010575,-0.40593757095099825,0.23000000000000398,-0.46953472886441805,-0.4955690047026451,-0.35000000000000053,-3.530000000000001,-1.4000000000000057,42.0,0.3299999999999983,0.41000000000000014,-0.6710484655886112,-0.730000000000004
8024,2014020809.0,20150212.0,20142015.0,NYI,TOR,-220.0,190.0,3.0,2.0,1.0,REG,6.940000000000005,-0.2935842530177125,-0.25199922690503085,8.369999999999997,-0.2544378112408041,-0.8836993390491155,0.46999999999999975,4.25,-1.3499999999999943,18.0,7.75,9.04,-0.42864211044219974,-0.9200000000000017
8025,2014020810.0,20150212.0,20142015.0,CAR,ANA,105.0,-125.0,1.0,2.0,0.0,REG,0.17999999999999972,-1.0776684509627974,0.04024754503906269,-0.5399999999999991,-1.3860874961880252,0.18452019867954972,-0.5300000000000002,-5.780000000000001,-2.0,30.0,0.3200000000000003,0.34999999999999787,-2.205627574462267,0.19999999999998863
8026,2014020811.0,20150212.0,20142015.0,MTL,EDM,-235.0,195.0,3.0,4.0,0.0,OT,-0.9600000000000009,0.6424985921268528,2.0741085235510104,-0.05999999999999517,0.9594999329694986,2.5512768792654628,1.3699999999999997,13.649999999999999,5.1299999999999955,-23.0,-0.6199999999999974,-0.7300000000000004,1.3398041891465775,3.789999999999992
8027,2014020812.0,20150212.0,20142015.0,OTT,PIT,110.0,-130.0,4.0,4.0,0.0,OT,-0.5500000000000043,-0.4523187737894077,-0.2878797469929917,-2.719999999999999,-0.3842202673463205,-0.06105038417567599,-0.4500000000000002,-4.409999999999997,-0.3100000000000023,25.0,-3.519999999999996,-4.129999999999999,-0.2319705717796383,-0.0899999999999892
8028,2014020813.0,20150212.0,20142015.0,TBL,STL,-125.0,105.0,3.0,6.0,0.0,REG,-0.21000000000000085,0.43852572912346444,-0.3711251906303059,-1.480000000000004,0.8629059711801557,-0.42854733800173905,0.020000000000000018,-0.1700000000000017,0.5,20.0,-1.2199999999999989,-1.3900000000000006,1.0832101887648076,-0.5900000000000034
8029,2014020814.0,20150212.0,20142015.0,NSH,WPG,-175.0,155.0,3.0,1.0,1.0,REG,0.28999999999999915,0.3568769149131519,0.44626688257565217,1.740000000000002,0.23697971659788625,0.4834288995094971,0.45999999999999996,4.6200000000000045,0.8799999999999955,60.0,2.0700000000000003,2.370000000000001,0.246054611612527,0.6400000000000006
8030,2014020815.0,20150212.0,20142015.0,MIN,FLA,-165.0,145.0,2.0,1.0,1.0,REG,1.8600000000000065,0.1356554804127219,-0.07294114270014473,3.1499999999999986,0.26897495514806513,-0.5563732378740527,0.2100000000000004,2.240000000000002,-0.5,37.0,3.299999999999997,3.7699999999999996,0.5897905820278757,-1.0899999999999892
8031,2014020816.0,20150212.0,20142015.0,COL,NYR,105.0,-125.0,3.0,6.0,0.0,REG,-6.130000000000003,-0.586408845357702,0.006726004977242184,-6.119999999999997,-0.7749674800599029,-0.005653660501803159,-0.8999999999999995,-9.0,-1.269999999999996,-5.0,-5.509999999999998,-6.360000000000003,-1.2726392378559463,0.009999999999990905
8032,2014020817.0,20150212.0,20142015.0,LAK,CGY,-160.0,140.0,5.0,3.0,1.0,REG,5.799999999999997,-0.7396525738977415,-0.7214462884821415,4.850000000000001,-1.464233817243385,-0.32170251132991323,-0.20000000000000018,-1.8699999999999974,-2.1899999999999977,-38.0,3.8999999999999986,4.309999999999999,-1.8207653571039901,-0.36999999999999034
8033,2014020818.0,20150213.0,20142015.0,CBJ,PHI,-125.0,105.0,4.0,3.0,1.0,OT,-2.7099999999999937,0.1632137712452214,-0.39288057903129614,-2.730000000000004,-0.04143725655611774,-0.24745359273261602,-0.41999999999999993,-3.789999999999999,-0.14000000000000057,-8.0,-3.4200000000000017,-4.059999999999999,-0.10950769554993328,-0.030000000000001137
8034,2014020819.0,20150213.0,20142015.0,CHI,NJD,-245.0,205.0,3.0,1.0,1.0,REG,9.219999999999999,-0.34325075463404675,0.5434223391519111,8.669999999999995,-0.3170194182867528,0.7110535433153764,0.9899999999999998,10.309999999999995,0.030000000000001137,85.0,10.04,11.099999999999998,-0.7723711795211294,0.7999999999999972
8035,2014020820.0,20150213.0,20142015.0,DAL,FLA,-170.0,150.0,2.0,0.0,1.0,REG,0.0,0.7174340096769288,-0.3710765755050027,0.5799999999999983,1.1398902212926858,-0.8642689775611223,0.16000000000000014,1.9600000000000009,0.8700000000000045,25.0,-0.759999999999998,-0.860000000000003,2.2636134734674282,-1.3999999999999915
8036,2014020821.0,20150213.0,20142015.0,ARI,SJS,125.0,-145.0,2.0,4.0,0.0,REG,-4.100000000000001,-0.6013580480144692,-0.37631613992430424,-4.1200000000000045,-0.9007872544210059,-0.4213911637552248,-0.9700000000000002,-9.410000000000004,-2.0700000000000074,-53.0,-3.509999999999998,-4.060000000000002,-1.4605989506488268,-0.6099999999999994
8037,2014020822.0,20150213.0,20142015.0,VAN,BOS,-320.0,250.0,5.0,2.0,1.0,REG,-1.9499999999999957,0.5986062959149295,-0.2971250922836677,-0.28000000000000114,0.6079532888754353,-0.6288040365552083,-0.020000000000000462,-0.4299999999999997,-0.18999999999999773,31.0,0.20000000000000284,0.23000000000000043,0.7613442304891014,-0.9499999999999886
8038,2014020823.0,20150214.0,20142015.0,OTT,EDM,-175.0,155.0,7.0,2.0,1.0,REG,0.5799999999999983,0.6495751039639237,0.9427073024854904,-0.5399999999999991,0.8575498935709851,1.601619933520193,0.8999999999999999,8.629999999999995,3.690000000000012,-6.0,-1.1899999999999977,-1.480000000000004,1.01683380371905,2.680000000000007
8039,2014020824.0,20150214.0,20142015.0,MTL,TOR,-235.0,195.0,1.0,1.0,1.0,OT,2.009999999999998,-0.49915357940128885,1.160829924061535,1.9099999999999966,-0.1987722243816034,1.1692772850373956,0.6099999999999999,6.109999999999999,1.7000000000000028,-31.0,0.9199999999999946,1.2800000000000011,-0.20257695060844627,1.9000000000000057
8040,2014020825.0,20150214.0,20142015.0,DET,WPG,-160.0,140.0,4.0,4.0,0.0,OT,1.3699999999999974,0.773231228337816,-0.29047386998548586,1.5300000000000011,0.8049515070652213,-0.1809427835628763,0.3799999999999999,3.789999999999999,0.8900000000000006,54.0,1.4399999999999977,1.5,0.9609904215729506,-0.0799999999999983
8041,2014020826.0,20150214.0,20142015.0,NYI,CBJ,-220.0,190.0,6.0,3.0,1.0,REG,7.210000000000001,-0.20095903089633466,0.14775397843920235,8.959999999999994,-0.17278734148138408,-0.403266697416671,0.7600000000000002,6.900000000000006,-0.8899999999999864,58.0,9.189999999999998,10.670000000000002,-0.11006028099487392,-0.7800000000000011
8042,2014020827.0,20150214.0,20142015.0,NSH,NJD,-240.0,200.0,3.0,1.0,1.0,REG,6.390000000000001,0.08987073428950235,0.7592563925687634,7.510000000000005,0.09681568910654276,0.7666640567989491,1.0499999999999998,10.969999999999999,0.8200000000000074,53.0,8.560000000000002,9.100000000000001,0.1577315804131743,0.6599999999999966
8043,2014020828.0,20150214.0,20142015.0,MIN,CAR,-190.0,170.0,6.0,3.0,1.0,REG,0.8000000000000043,0.868848960402574,-0.2291866538748577,2.480000000000004,1.046025144187495,-0.6330227792701426,0.43000000000000016,4.789999999999999,0.6099999999999994,-3.0,2.4000000000000057,2.799999999999997,1.3407378873480562,-0.7199999999999989
8044,2014020829.0,20150214.0,20142015.0,ARI,NYR,165.0,-185.0,1.0,5.0,0.0,REG,-2.1599999999999966,-1.5255468456955037,-0.9493284723369633,-2.6300000000000026,-1.9508981142384105,-1.2794204987554458,-1.5700000000000003,-15.18,-4.189999999999998,-21.0,-3.460000000000001,-3.9899999999999984,-2.386487079340195,-1.7999999999999972
8045,2014020830.0,20150214.0,20142015.0,COL,DAL,-150.0,130.0,4.0,1.0,1.0,REG,-6.170000000000002,-0.3637050105623062,0.8735509909261752,-6.479999999999997,-0.45662891085299223,1.2402235727392186,-0.33999999999999986,-3.519999999999996,0.23999999999999488,-21.0,-4.159999999999997,-4.82,-1.5307519630398934,1.769999999999996
8046,2014020831.0,20150214.0,20142015.0,CGY,VAN,-130.0,110.0,3.0,2.0,1.0,REG,-2.1099999999999994,0.10271976574484643,0.44119888617496494,-2.5700000000000003,0.674639293786665,0.2617535098348833,0.07999999999999963,0.8200000000000003,1.0300000000000011,70.0,-1.759999999999998,-1.9299999999999997,1.0710872359357997,-0.03999999999999204
8047,2014020832.0,20150214.0,20142015.0,LAK,WSH,-140.0,120.0,3.0,1.0,1.0,REG,2.6799999999999997,-0.457620393263905,-0.5955885720653309,2.0900000000000034,-0.7983392649444045,-0.4679099977514811,-0.2899999999999996,-2.8500000000000014,-1.9899999999999949,20.0,2.6000000000000014,2.8900000000000006,-1.048562198803156,-0.9399999999999977
8048,2014020833.0,20150215.0,20142015.0,CHI,PIT,-150.0,130.0,1.0,1.0,1.0,OT,3.9099999999999966,-0.5136018371312487,0.2037092753323977,2.8399999999999963,-0.5349339182477292,0.3829924143990304,0.22999999999999954,2.3899999999999935,-0.1799999999999926,77.0,2.780000000000001,3.4800000000000004,-0.7568665369594663,0.5700000000000074
8049,2014020834.0,20150215.0,20142015.0,FLA,STL,130.0,-150.0,1.0,1.0,0.0,OT,-1.3200000000000003,-1.09006198955724,-0.3451290096471604,-2.8299999999999983,-1.3520053287977347,-0.13030827725317717,-0.8799999999999999,-8.670000000000002,-2.210000000000008,-13.0,-2.3200000000000003,-2.599999999999998,-2.144808966813731,-0.07000000000000739
8050,2014020835.0,20150215.0,20142015.0,BUF,PHI,160.0,-180.0,1.0,2.0,0.0,REG,-11.68,-0.4508691116558411,-0.2232797914928364,-10.269999999999996,-0.9162279284066814,-0.3656436923618278,-1.48,-14.880000000000003,-2.1200000000000045,-21.0,-9.29,-10.240000000000006,-1.5278432868024119,-0.5900000000000034
8051,2014020836.0,20150215.0,20142015.0,ANA,WSH,-165.0,145.0,3.0,5.0,0.0,REG,-0.490000000000002,-0.035825592429360176,-0.31579040850944207,-0.36999999999999744,-0.2073142324714644,-0.31246865053670136,-0.2400000000000002,-2.3900000000000006,-0.7999999999999972,4.0,-0.19000000000000483,-0.23000000000000043,-0.17643284858853692,-0.6200000000000045
8052,2014020837.0,20150215.0,20142015.0,SJS,TBL,-115.0,-105.0,2.0,5.0,0.0,REG,0.25,-1.1813215226808644,0.2815985000069965,-0.2600000000000051,-1.3648039574686466,0.2839427411016504,-0.4500000000000002,-4.030000000000001,-1.3599999999999994,10.0,-0.6699999999999946,-0.6799999999999962,-1.6304421203848478,0.28000000000000114
8053,2014020838.0,20150216.0,20142015.0,NYI,NYR,-135.0,115.0,5.0,6.0,0.0,REG,3.3100000000000023,-0.561854901024246,-0.8894137219145004,4.549999999999997,-0.7719266443094952,-1.532841288638176,-0.40000000000000036,-4.059999999999995,-2.8800000000000097,44.0,3.700000000000003,4.309999999999999,-0.8715320341431548,-2.0
8054,2014020839.0,20150216.0,20142015.0,OTT,CAR,-160.0,140.0,3.0,6.0,0.0,REG,-0.9499999999999957,1.0146736082928078,0.08168358313273005,-2.3900000000000006,1.5181369601392838,0.32550469016818795,0.4900000000000002,5.380000000000003,2.990000000000009,-21.0,-3.5,-4.0,1.9518375663627061,1.0300000000000011
8055,2014020840.0,20150216.0,20142015.0,DET,MTL,-125.0,105.0,0.0,2.0,0.0,REG,4.160000000000004,0.814070828820973,-1.2925285086710536,3.4100000000000037,0.7597061291794882,-1.252561875814151,0.13000000000000034,0.8800000000000026,-0.7800000000000011,20.0,3.6899999999999977,4.030000000000001,0.7737853631508071,-1.5499999999999972
8056,2014020841.0,20150216.0,20142015.0,WPG,EDM,-215.0,185.0,4.0,4.0,1.0,OT,2.210000000000001,0.5677453847829493,1.1283986814290436,2.0899999999999963,0.7814214488716227,1.5528940380646228,1.1199999999999997,10.670000000000002,3.3799999999999955,-58.0,1.8599999999999994,2.0500000000000007,0.975338839087557,2.410000000000011
8057,2014020842.0,20150216.0,20142015.0,COL,ARI,-180.0,160.0,5.0,2.0,1.0,REG,-3.7900000000000063,0.93660250161735,0.9662504244965509,-3.229999999999997,1.1823548337012137,1.253752817898779,0.6799999999999997,6.469999999999999,2.969999999999999,19.0,-1.9699999999999989,-2.2600000000000016,1.1532917225341692,1.8199999999999932
8058,2014020843.0,20150216.0,20142015.0,CGY,BOS,-115.0,-105.0,4.0,3.0,1.0,OT,-4.200000000000003,0.8123820623820623,0.2855881179296249,-2.8700000000000045,1.3992919085293063,-0.17825009892620258,0.1599999999999997,1.5700000000000003,1.2000000000000028,102.0,-1.4100000000000037,-1.5400000000000027,1.9595981205479882,-0.7600000000000051
