,ANA,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MTL,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH,goalsAgainst_cumul_sum,goalsFor_cumul_sum,goalsDiff_cumul_sum,goalsFor%_cumul_avg,pp%_cumul_avg,pk%_cumul_avg,sh%_cumul_avg,sv%_cumul_avg,fenwickPercentage_cumul_avg,PDO_cumul_avg,last_10_games_win%,win%
1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,75.0,-6.0,0.44397759103641454,0.14313725490196078,0.7519607843137256,0.07243131954539084,0.9140146982219153,0.5111882352941176,0.986446017767306,0.25,0.47058823529411764
1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,92.0,-4.0,0.4928571428571428,0.13888888888888887,0.7838383838383839,0.09175150434713089,0.9034696702380965,0.5078848484848484,0.9952211745852274,0.3333333333333333,0.48484848484848486
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,104.0,23.0,0.5801712992889463,0.19782913165266108,0.8210434173669469,0.10434368301436435,0.9116377753190639,0.5332117647058824,1.015981458333428,0.5,0.6470588235294118
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,83.0,-24.0,0.440961081402258,0.13627450980392158,0.8268907563025212,0.08404568789102403,0.8969770896141551,0.4761647058823528,0.9810227775051795,0.2,0.35294117647058826
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,89.0,-1.0,0.490813234384663,0.15578231292517009,0.8165986394557824,0.08964605332162666,0.9037173894994281,0.5237628571428572,0.9933634428210547,0.6,0.4857142857142857
1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,92.0,0.0,0.4939995189995189,0.21717171717171713,0.8370851370851373,0.10333730138202325,0.8818070040886291,0.5377030303030301,0.9851443054706529,0.25,0.5151515151515151
1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,93.0,8.0,0.5330489771666241,0.1795168067226891,0.8212885154061625,0.09760124243954077,0.9114651596935568,0.4961147058823529,1.0090664021330975,0.8,0.6176470588235294
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,85.0,-6.0,0.4719181612038755,0.20333333333333334,0.7638095238095239,0.0959675203122435,0.8963083602202999,0.4819914285714286,0.9922758805325438,0.5,0.4
1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,112.0,41.0,0.6297905525846702,0.15149393090569563,0.846078431372549,0.10932560551229197,0.9217624242853586,0.5340235294117647,1.0310880297976506,0.5,0.7647058823529411
1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,102.0,15.0,0.5427623170480314,0.18170068027210884,0.7880952380952383,0.10866801938787432,0.9109998330086936,0.48438857142857145,1.0196678523965677,0.16666666666666666,0.6571428571428571
